0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
413.0,0.45,0.118,3.0,0.8119623289515536,13.23383,-19.2104285781707,18.76696,-0.130473,0.4430849927881664,0.450828,2000.0,0.4,0.8339547042321916,0.874151,1.1162066250681544,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.0462509377729665,13.23383,-19.152778349454103,18.76696,-0.130473,0.16496846118786576,0.450828,2000.0,0.4,2.600524343208371,0.874151,1.7052792764154354,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.7352286328961744,13.23383,-19.08786088142328,18.76696,-0.130473,0.46800678270436413,0.450828,2000.0,0.4,4.871882309146647,0.874151,0.7249288200612752,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.4466622208031183,13.23383,14.43311201551709,18.76696,-0.130473,0.06115989864101327,0.450828,2000.0,0.4,7.18869046663805,0.874151,1.4396116766770586,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.8181909919413191,13.23383,-6.532713334276821,18.76696,-0.130473,0.3735251871732584,0.450828,2000.0,0.4,5.597388658732094,0.874151,2.2464344396806277,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.8098889542697216,13.23383,3.7942378381572226,18.76696,-0.130473,0.38527708051916704,0.450828,2000.0,0.4,9.167764740895755,0.874151,0.49660480620428354,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.399142347531635,13.23383,-12.273023142651411,18.76696,-0.130473,0.0281737791072916,0.450828,2000.0,0.4,0.6827146471004143,0.874151,2.07580227526899,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.8431307438915485,13.23383,-16.624689740292112,18.76696,-0.130473,0.2900218379302585,0.450828,2000.0,0.4,3.370548353357873,0.874151,0.028974069446710368,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.0121542509285995,13.23383,6.406247738770798,18.76696,-0.130473,0.4874552046952395,0.450828,2000.0,0.4,3.2905693697060223,0.874151,2.416569816376065,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.460245535869982,13.23383,13.39879033690729,18.76696,-0.130473,0.25176700170972205,0.450828,2000.0,0.4,0.32256041358521076,0.874151,0.6187141928148419,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.8161322206639121,13.23383,-19.661001532271595,18.76696,-0.130473,0.25135221759879234,0.450828,2000.0,0.4,4.961500410635383,0.874151,0.3118514756148344,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.86456902693434,13.23383,-6.079470697156099,18.76696,-0.130473,0.12636201870576222,0.450828,2000.0,0.4,1.7040185293082126,0.874151,1.7210485026374114,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.7252020463086115,13.23383,4.956192317145394,18.76696,-0.130473,0.19123218646491819,0.450828,2000.0,0.4,8.163147653332901,0.874151,2.1343066817030203,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.3620099404310308,13.23383,-6.755291211700051,18.76696,-0.130473,0.5026263169993792,0.450828,2000.0,0.4,8.983208453950128,0.874151,2.414151213745675,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.406971724822351,13.23383,-12.216183751061259,18.76696,-0.130473,0.09140062281259023,0.450828,2000.0,0.4,2.03611791866454,0.874151,0.3898021457984963,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.305020828114222,13.23383,10.41300082661077,18.76696,-0.130473,0.18362423458099666,0.450828,2000.0,0.4,6.489161148883106,0.874151,0.9741975411314385,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.225500859887908,13.23383,-16.186798396641997,18.76696,-0.130473,0.3915065940249606,0.450828,2000.0,0.4,3.224673824165588,0.874151,0.9196858665580661,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.2038551135016655,13.23383,-15.48945876850686,18.76696,-0.130473,0.05057749754318194,0.450828,2000.0,0.4,6.423312351098141,0.874151,1.756468396235186,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.8526895796854737,13.23383,-6.147934001512464,18.76696,-0.130473,0.4815951024130215,0.450828,2000.0,0.4,8.584813698443158,0.874151,1.4417855815708716,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.1447922067033258,13.23383,-15.138600980752537,18.76696,-0.130473,0.10095559295373081,0.450828,2000.0,0.4,5.076983952132419,0.874151,1.0860175206977243,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.7569989169955653,13.23383,17.58299881797236,18.76696,-0.130473,0.06496328218219495,0.450828,2000.0,0.4,6.8219753108603065,0.874151,1.0483923402098212,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.2324642380539845,13.23383,13.998955764057335,18.76696,-0.130473,0.33281143776828814,0.450828,2000.0,0.4,6.30633575888422,0.874151,0.0010622057714902919,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.643502171477388,13.23383,8.902605012482045,18.76696,-0.130473,0.016781701130807996,0.450828,2000.0,0.4,4.08518018063807,0.874151,0.7706511734170793,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.9864626093809516,13.23383,15.879191439821817,18.76696,-0.130473,0.11065238406392565,0.450828,2000.0,0.4,9.854623803226872,0.874151,1.492698486517456,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.7645310860926207,13.23383,-7.020486624702999,18.76696,-0.130473,0.24530322359687606,0.450828,2000.0,0.4,7.808328132044429,0.874151,1.444023367141165,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.6081131722303774,13.23383,4.011520881529915,18.76696,-0.130473,0.49484166732718005,0.450828,2000.0,0.4,5.665407602113458,0.874151,0.7213666513966905,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.2787628000550595,13.23383,3.015045973985881,18.76696,-0.130473,0.3956653470403285,0.450828,2000.0,0.4,4.2967077917379335,0.874151,0.4105972676669289,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.25007989053229246,13.23383,-5.164703586258,18.76696,-0.130473,0.437494729557871,0.450828,2000.0,0.4,2.988778942732467,0.874151,0.3435936095965796,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.9016893627878633,13.23383,-9.219468818846943,18.76696,-0.130473,0.1418736187252488,0.450828,2000.0,0.4,6.349146224551358,0.874151,0.10181969847478547,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.8760458887661597,13.23383,3.1306494123207926,18.76696,-0.130473,0.22264061001621152,0.450828,2000.0,0.4,9.759827319925066,0.874151,1.5667967931305453,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.7071100797507992,13.23383,-6.253400855558095,18.76696,-0.130473,0.4467102689299128,0.450828,2000.0,0.4,4.713734919080833,0.874151,2.0375975680152223,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.4915613794135605,13.23383,-16.503336705010877,18.76696,-0.130473,0.5001157472972704,0.450828,2000.0,0.4,3.4739526106213074,0.874151,2.227634747124932,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.332621511951341,13.23383,-11.695897024010042,18.76696,-0.130473,0.4674607775380243,0.450828,2000.0,0.4,2.3614076468085807,0.874151,0.441049387454319,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.8508826713110087,13.23383,-19.405796000184424,18.76696,-0.130473,0.3081111211561033,0.450828,2000.0,0.4,9.471979574120024,0.874151,0.4606990017121658,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.2681916819459669,13.23383,13.74978539845997,18.76696,-0.130473,0.14911027434570726,0.450828,2000.0,0.4,2.29005942994966,0.874151,2.2373280471269723,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.1484605664331904,13.23383,-2.239033479812562,18.76696,-0.130473,0.31457231841979005,0.450828,2000.0,0.4,0.7319998553295923,0.874151,1.8786888682068712,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.5591468628805516,13.23383,15.199728066936665,18.76696,-0.130473,0.11179034063590386,0.450828,2000.0,0.4,1.8474389667247464,0.874151,1.947390567734097,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.27021656683812,13.23383,18.517050476003398,18.76696,-0.130473,0.2276539853337754,0.450828,2000.0,0.4,5.279947051850397,0.874151,0.9004453643858545,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.733945211369919,13.23383,4.73091770551714,18.76696,-0.130473,0.3940865455102433,0.450828,2000.0,0.4,3.892800494908763,0.874151,1.4332884392453784,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.8520781197015797,13.23383,-11.493072531721795,18.76696,-0.130473,0.13336508924916277,0.450828,2000.0,0.4,5.3393833594858195,0.874151,2.0981146192659756,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.4116534330780143,13.23383,-15.841152432573693,18.76696,-0.130473,0.12073863523050915,0.450828,2000.0,0.4,5.132756508373463,0.874151,0.284547838266247,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.21063108129534983,13.23383,-9.33034860219059,18.76696,-0.130473,0.43650887177821784,0.450828,2000.0,0.4,5.944611609016443,0.874151,2.405657152258533,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.470988478647821,13.23383,20.040572235175866,18.76696,-0.130473,0.067970753637273,0.450828,2000.0,0.4,2.5209166434440773,0.874151,0.499070676037652,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.4042609261821579,13.23383,12.743138700170299,18.76696,-0.130473,0.09352699503646714,0.450828,2000.0,0.4,2.267527882031104,0.874151,0.1166933241414897,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.6523068850185267,13.23383,-15.322133189055453,18.76696,-0.130473,0.15823339139584855,0.450828,2000.0,0.4,7.307635746529556,0.874151,1.6074103929393477,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.6257562512217985,13.23383,-3.8903645247390912,18.76696,-0.130473,0.2364611210772082,0.450828,2000.0,0.4,3.653152259435406,0.874151,1.0291461139353115,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.142288302294058,13.23383,1.2644681969837137,18.76696,-0.130473,0.1535654837311819,0.450828,2000.0,0.4,4.032057205223973,0.874151,1.5781397914058148,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.6776946568921209,13.23383,-16.37358904843621,18.76696,-0.130473,0.14857580279065,0.450828,2000.0,0.4,1.1228397685951763,0.874151,2.004728155081229,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.2749239619695443,13.23383,-13.000728670219207,18.76696,-0.130473,0.49631671770284835,0.450828,2000.0,0.4,1.2309675874105352,0.874151,2.196225878897577,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.6958711837972452,13.23383,-12.59578689498027,18.76696,-0.130473,0.3346128660880153,0.450828,2000.0,0.4,3.5342213947798866,0.874151,1.457707004433937,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.7373067078901037,13.23383,9.069094307375313,18.76696,-0.130473,0.1695747234804481,0.450828,2000.0,0.4,4.204191142808142,0.874151,2.3598159519340944,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.264403972537202,13.23383,3.5452261354259846,18.76696,-0.130473,0.20418838195542605,0.450828,2000.0,0.4,4.3354138368656825,0.874151,1.9171426270579501,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.547008360277038,13.23383,6.925531253067895,18.76696,-0.130473,0.1790833681297586,0.450828,2000.0,0.4,6.167202288094496,0.874151,0.5490180337406501,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.5891087808616249,13.23383,-9.763960355967887,18.76696,-0.130473,0.18843045946163575,0.450828,2000.0,0.4,9.002097485834527,0.874151,1.7988904852953946,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.603563511258396,13.23383,17.967078495931332,18.76696,-0.130473,0.2576728213724246,0.450828,2000.0,0.4,0.9888186988902868,0.874151,1.917801350661506,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.559370162526799,13.23383,15.362509019131686,18.76696,-0.130473,0.004908474404288807,0.450828,2000.0,0.4,7.0634394173756645,0.874151,0.9655404979065235,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.7852997327784974,13.23383,-5.701840819952839,18.76696,-0.130473,0.0981689984251254,0.450828,2000.0,0.4,0.708011769496635,0.874151,0.05428911608824021,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.6234481968940001,13.23383,-16.69555159773577,18.76696,-0.130473,0.1921262470073004,0.450828,2000.0,0.4,2.585366443627683,0.874151,2.378536725298602,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.3223598887662019,13.23383,-5.244432652448799,18.76696,-0.130473,0.27114438673453883,0.450828,2000.0,0.4,5.065718137170297,0.874151,1.6387919289620676,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.7111126180644778,13.23383,-12.426484241152606,18.76696,-0.130473,0.3440949808771281,0.450828,2000.0,0.4,0.8561681763973926,0.874151,1.7327356688013773,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.5372725276919115,13.23383,2.0139424333522093,18.76696,-0.130473,0.38025756647025416,0.450828,2000.0,0.4,8.044459866099547,0.874151,2.385760440871842,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.165165117643165,13.23383,2.61749726686001,18.76696,-0.130473,0.35112815779865414,0.450828,2000.0,0.4,0.11132261653383194,0.874151,1.183266187226982,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.3379947910455419,13.23383,3.84901516559637,18.76696,-0.130473,0.41965789337010906,0.450828,2000.0,0.4,2.0565145166043166,0.874151,0.695318664315365,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.0666946040553555,13.23383,13.846006703432494,18.76696,-0.130473,0.026873235668661614,0.450828,2000.0,0.4,4.098471415461294,0.874151,2.040573501239305,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.1612381520277975,13.23383,-5.468901469531673,18.76696,-0.130473,0.24472937952192267,0.450828,2000.0,0.4,3.8359402311831787,0.874151,2.369027724277625,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.3161822246808068,13.23383,-3.3301146180880288,18.76696,-0.130473,0.2939178829021174,0.450828,2000.0,0.4,1.6563790733454957,0.874151,1.760312758205096,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,0.8286631687516843,13.23383,-16.300979536669978,18.76696,-0.130473,0.3982753554801121,0.450828,2000.0,0.4,1.7293786908698372,0.874151,0.856162887154762,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.450172315124112,13.23383,-9.348945305434647,18.76696,-0.130473,0.45895003962030523,0.450828,2000.0,0.4,1.98424395717592,0.874151,2.3019360161405857,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.004596068458758,13.23383,-14.018521835231518,18.76696,-0.130473,0.4774124496504998,0.450828,2000.0,0.4,8.242955298322988,0.874151,0.9450958227142864,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.0259250816418002,13.23383,13.214067817551367,18.76696,-0.130473,0.3560281653158149,0.450828,2000.0,0.4,7.242122237489035,0.874151,0.29308321302754176,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.3866852181380143,13.23383,15.458860665364,18.76696,-0.130473,0.3508031898131333,0.450828,2000.0,0.4,0.09021984665810644,0.874151,0.8439563944248616,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,1.584838906826411,13.23383,2.507283866690745,18.76696,-0.130473,0.3243517884966642,0.450828,2000.0,0.4,3.343851525724878,0.874151,0.03608030217752889,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
413.0,0.45,0.118,3.0,2.1551095720017432,13.23383,-9.721971601433767,18.76696,-0.130473,0.04522999203301535,0.450828,2000.0,0.4,4.738890476454962,0.874151,0.6727619024575603,0.541605,0.273584,1.2,0.33,4.970496,0.0,0.0,200.0,0.0,0.0,20.0,-999.0,-999.0,-999.0
